SMILES,MOLECULEID,TA586,TA659,TA857,TA1006,TA1099,TA1101,TA1132,TA1133,TA1135,TA1175,TA1176,TA1178,TA1340,TA1343,TA1345,TA2788,TA2801,TA3007,TA9488,TA9494,TA9509,TA9530,TA9765,TA9767,TA9779,TA9807,TA9841,TA10226,TA10259,TA10273,TA10274,TA10285,TA10290,TA10294,TA10745,TA10755,TA11423,TA11424,TA11427,TA11428
CC(O)C(=O)OC(C)C(O)=O,M22561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
