Molecule ChEMBL ID,smiles,Standard Value
CHEMBL2079587,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,-1.57
CHEMBL2093950,Nc1nccc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,3.11
CHEMBL1715737,C[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.O=[N+]([O-])[O-],-0.42
CHEMBL2103775,CC(=O)SC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,-5.79
CHEMBL486696,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.[Br-],1.26
CHEMBL2103882,O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12,9.54
CHEMBL2104164,NC(=O)CN1Cc2ccccc2OC1=O,-11.15
CHEMBL2105760,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,10.39
CHEMBL2105762,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,4.78
CHEMBL2105999,C=CCc1cc(OC)c(O)c(C(=O)NCCO)c1,2.01
CHEMBL2106008,N#CCC(=O)NN,-1.94
CHEMBL2104499,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O.Cl,-0.51
CHEMBL2111114,Cc1[nH]cnc1-c1ccc(Cl)cc1,19.72
CHEMBL2216827,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1,-3.85
CHEMBL2331680,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C2COC2)C3)cc1,83.77
CHEMBL2354444,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1,-0.81
CHEMBL2381340,CCOc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)c1ccccc1C(=O)N2C,14.65
CHEMBL2441082,COc1cc2c(NC3CCN(C(C)C)CC3)nc(N3CCC(F)(F)CC3)nc2cc1OCCCN1CCCC1,-0.98
CHEMBL3092807,CCCCNc1ncc(-c2ccc(CN3CCOCC3)cn2)c(N[C@H]2CC[C@H](O)CC2)n1,-2.74
CHEMBL3218576,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,44.46
CHEMBL3335796,COC(=O)c1cc2c(C(F)(F)F)cc(-c3ccccc3)cc2n1O,-2.67
CHEMBL1497,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,15.28
CHEMBL255026,COc1ccc(OC)c([C@@H](O)CNC(=O)CN)c1,-36.4
CHEMBL1522,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,-3.33
CHEMBL402262,NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl,7.13
CHEMBL406819,O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,3.94
CHEMBL1534,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,2.82
CHEMBL4303571,c1cc2c(cc1C1CCCCC1)c1c3n2CCNC3CCC1,75.19
CHEMBL2105593,O=C1c2cc(Cl)ccc2OC2CCON12,-4.47
CHEMBL513024,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O,4.21
CHEMBL1594,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,-8.78
CHEMBL473104,O=C(O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1,3.29
CHEMBL473159,Oc1cc(O)cc(O)c1,-18.4
CHEMBL3414619,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccc(N3CCN(C(C)C)CC3)nc2)cc2c1cnn2C(C)C,13.05
CHEMBL3894333,Cc1cc(C)c(N)c(C#Cc2cccc(F)c2)n1.Cl,42.45
CHEMBL3545097,CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21,84.92
CHEMBL3545185,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,-2.41
CHEMBL3545330,c1cnc(NCc2ccc(CNc3ncccn3)cc2)nc1,-3.68
CHEMBL3901539,CS(=O)(=O)O.Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,1.93
CHEMBL3590106,CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1,8.63
CHEMBL3672295,Cc1cc(O)c(-c2ccc([C@@H](C)CN)cc2)c2c1[nH]c(=O)c1sccc12,1.19
CHEMBL3707247,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,2.6
CHEMBL3782004,Nc1nc(NC2CC2)cc(-c2cccc(Cl)c2Cl)n1,-5.72
CHEMBL3823931,CN(C)C(=O)Nc1cccc(-c2ccc(N(C)C)cc2)c1,-0.72
CHEMBL2270078,COc1cc2c(cc1OC)-c1c(C)c3ccc(OC)c(OC)c3c[n+]1CC2.[Cl-],-3.69
CHEMBL1951714,CCCCCCCCCCCCCCCCCCCCCCCCCCCCO,14.07
CHEMBL4069597,Cc1nc(N(C)C(=O)Cc2ccc(-c3ccccn3)cc2)sc1S(N)(=O)=O,6
CHEMBL1985617,CC(C)COC(=O)c1ccc(N)cc1,4.86
CHEMBL156791,CC(C)(C)NCC(O)COc1cc(Cl)ccc1Cl,-3.43
CHEMBL1996382,CS(=O)(=O)OCOS(C)(=O)=O,-8.61
CHEMBL2001019,OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,4.43
CHEMBL2016681,CC(C)(C)S(=O)(=O)N[C@H]1CC[C@H](C(=O)Nc2ccc(C(F)(F)F)cn2)CC1,-0.19
CHEMBL140784,NC(C(=O)O)c1nnn[nH]1,-0.91
CHEMBL1086339,CCC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,24.32
CHEMBL3545280,Cc1cc(Oc2ccc3nc(COc4ccc(CC5SC(=O)NC5=O)cc4)n(C)c3c2)cc(C)c1N,-6.18
CHEMBL3545308,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,84.88
CHEMBL3590674,O=C(c1cc(S(=O)(=O)Nc2ccccc2F)c(F)cc1Cl)N1CCN2CCC[C@@H]2C1,9.58
CHEMBL3622372,C[C@@H]1COCCN1c1cc(=O)n2c(n1)N(Cc1cncc(Cl)c1)[C@H](C(F)(F)F)CC2,2.64
CHEMBL3644587,O=c1[nH]nc2c3c(cccc13)N=C(CN1Cc3ccccc3C1)N2,-2.82
CHEMBL3646801,O=C(C1CC1)N1CC[C@@H](Cc2n[nH]c(=O)n2-c2ccc(-c3ccc4occc4c3)cc2)C1,26.16
CHEMBL3747259,O=C(/C=C/c1ccc(O)c2c1[C@@H](C(=O)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@H](c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,4.81
CHEMBL3813873,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,96.1
CHEMBL3901007,O=C(OC(C(F)(F)F)C(F)(F)F)N1CCC(C(O)(c2ccc3c(c2)OCO3)c2ccc3c(c2)OCO3)CC1,13.07
CHEMBL3914714,CC(=O)NCCNc1cc(Cl)nn2c(-c3cccc(S(=O)(=O)N(C)C)c3)c(C)nc12,8
CHEMBL4060831,O=C(NC[C@H](O)CN1CCc2ccccc2C1)c1cc(NC2COC2)ncn1,4.3
CHEMBL4098253,COC1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,0.9
CHEMBL1082832,COC(=O)C1=C(C)NC(C)=C([N+](=O)[O-])C1c1ccccc1C(F)(F)F,-4.85
CHEMBL1256723,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl,4.32
CHEMBL3186011,COCC1(CO)C(=O)C2CCN1CC2,-10.8
CHEMBL1740065,CCC(C)(CN(C)C)OC(=O)c1ccccc1,0.78
CHEMBL1201075,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,-8.54
CHEMBL510533,CCCCCCCCCCCC(=O)OCC(O)CO,5.78
CHEMBL3181805,Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2.[Cl-],-7.47
CHEMBL1161936,O=C(O)c1ccc(SSc2ccc(C(=O)O)cn2)nc1,-4.06
CHEMBL1200454,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21.Cl,5.32
CHEMBL1206440,O=S(=O)(O)NC1CCCCC1,2.77
CHEMBL196945,O=C(O)C1(c2ccc(-c3ccc(Cl)c(Cl)c3)c(F)c2)CC1,2.85
CHEMBL556353,Br.Cc1ccc(C(=O)Cn2c3c(sc2=N)CCCC3)cc1,-1.48
CHEMBL477923,C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C\CC[C@@]1(C)O[C@@H]21,-1.59
CHEMBL550755,Cl.O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,5.61
CHEMBL214529,CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(Cc1cc(C(=O)O)cs1)C[C@H]2c1ccc(C#N)cc1,1.38
CHEMBL374107,Nc1nc(O)c2[nH]nnc2n1,-3.42
CHEMBL376408,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-],63.06
CHEMBL221542,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,-3.15
CHEMBL376379,CN1C2CCC1CC(OC(=O)c1cc(Cl)cc(Cl)c1)C2,-9.66
CHEMBL375629,Oc1ccc2c3c1O[C@H]1c4c(c5ccccc5n4Cc4ccccc4)C[C@@]4(O)C(C2)N(CC2CC2)CC[C@]314,7.34
CHEMBL449575,O[C@@H]1[C@@H](CCl)O[C@@H](n2cnc3c(NC4CC5CCC4C5)ncnc32)[C@@H]1O,11.98
CHEMBL496594,N#Cc1cnc2c(Cl)cc(NCc3cn(CCN4CCCCCC4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,2.94
CHEMBL463165,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,-4.75
CHEMBL477936,Cc1ccc(S(=O)(=O)OCC(=O)Nc2ccc(C(=O)O)c(O)c2)cc1,-1.56
CHEMBL488755,CN(C)CCNc1nc2cc(O)ccc2c2c1C(=O)c1ccccc1-2,92.56
CHEMBL518924,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,0.76
CHEMBL1682,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-29.88
CHEMBL485549,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,8.89
CHEMBL463981,O=S(=O)(N[C@H](CO)C(C(F)(F)F)C(F)(F)F)c1ccc(Cl)s1,-0.36
CHEMBL452887,CCn1c(=O)[nH]c2ccccc21,49.05
CHEMBL499968,O=C1Nc2c(ccc(Cl)c2Cl)/C1=N\O,-2.1
CHEMBL456237,Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccc(F)cc2Cl)cc1,2.48
CHEMBL471411,Cc1ccc(-c2csc(NC(=O)c3ccccc3)n2)c(C)c1,89.75
CHEMBL483158,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,24.63
CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,54.48
CHEMBL483348,Cc1nc2c(c(=O)[nH]1)CSCC2,-1.58
CHEMBL471233,COc1[nH]c2ccc(F)cc2c1C(=O)OCC1CCN(CCNS(C)(=O)=O)CC1,7.66
CHEMBL562668,CCNC1(C(N)=O)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,1.36
CHEMBL1729,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,16.02
CHEMBL552212,CCC[C@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1,58.61
CHEMBL575239,CC(=O)N1CCN(C)CC1,-2.87
CHEMBL1201108,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2.Cl,5.91
CHEMBL600764,O=C(CN1CCN(C(=O)c2ccco2)CC1)Nc1cc(C(F)(F)F)ccc1Cl,-1.38
CHEMBL587723,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,90.9
CHEMBL595583,CCCCCCCCCCCCc1ccc(S(=O)(=O)Nc2nncs2)cc1,26.86
CHEMBL597997,Cc1sc(C)c(C(=O)NC2(c3ccc(C(=O)O)cc3)CC2)c1Cc1ccc(C(F)(F)F)cc1,3.94
CHEMBL590022,O=C1NC(=O)/C(=C\c2ccc(-c3ccc(F)cc3)o2)S1,3.59
CHEMBL589092,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,-2.73
CHEMBL592652,COC(=O)c1sccc1S(=O)(=O)Nc1ccc(Nc2ccccc2)cc1OC,5.65
CHEMBL598608,O=C(NCCS(=O)(=O)c1ccc(C(F)(F)F)cn1)c1ccc(Cl)cc1,-1.18
CHEMBL607707,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,83.39
CHEMBL608847,CN1CCN2c3ncccc3Cc3ccccc3[C@@H]2C1,11.09
CHEMBL1318529,CCOC(=O)NNc1nncc2ccccc12.Cl,0.24
CHEMBL1079905,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,3.97
CHEMBL1889140,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,-0.23
CHEMBL1090771,NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,-7.76
CHEMBL1450144,COc1cc(SC)ccc1C(=O)N1CCC(Cc2ccccc2)CC1,71.24
CHEMBL1451395,Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,6.58
CHEMBL1476646,Cc1cccc(Oc2nc3c(C)cccn3c(=O)c2/C=C(\C#N)c2nc3ccccc3s2)c1,1.84
CHEMBL1479316,O=Nc1ccc(O)c2ncccc12,-25.75
CHEMBL1482931,Cc1cc(OI)c(C(C)C)cc1-c1cc(C(C)C)c(OI)cc1C,-1.04
CHEMBL1483237,C(#CCN1CCCC1)CN1CCCC1,-6.91
CHEMBL1484857,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,-0.46
CHEMBL1485629,CCCn1c(=O)c(C)cn2nc(N)nc12,6.71
CHEMBL1488165,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,22.39
CHEMBL1711280,CN(C)CC/C=C1\c2ccccc2CSc2ccccc21.Cl,4.64
CHEMBL1513845,N[C@@H](C(=O)O)c1ccc(O)c(C(=O)O)c1,19.91
CHEMBL1516077,CN1C(=O)C[C@H](c2ccccc2)C1=O,2.11
CHEMBL1518173,c1ccc2cc(C3=NCCN3)ncc2c1,5.44
CHEMBL1534418,CN(C)CCOC(=O)[C@@H](c1ccccc1)C1(O)CCCC1,-2.76
CHEMBL1555989,CC(=O)N[C@@H](CSC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)O,-17.4
CHEMBL3752415,Cc1cc(F)c(Nc2ncnc3cc(OCc4ccccc4)ccc23)cc1O.Cl,8.19
CHEMBL1568698,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,20.85
CHEMBL1591074,c1ccc2sc(SNC3CCCCC3)nc2c1,26.21
CHEMBL1598680,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,-12.38
CHEMBL1604618,Cc1ccc(CNc2ncnc3ccc(-c4ccc(CO)o4)cc23)o1,-10.35
CHEMBL3989759,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2[C@@H](N)CC3.CS(=O)(=O)O.O.O,23.18
CHEMBL1615281,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(F)cc2)cc1,8.92
CHEMBL1615807,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc3ccccc3c21,2.36
CHEMBL1448044,CCN(CC)CCc1nc(-c2ccccc2)no1.O=C(O)CC(O)(CC(=O)O)C(=O)O,7.92
CHEMBL1584055,COc1ccc(CCNCc2ccc(OCc3ccc(Cl)nc3)c(OC)c2)cc1OC.Cl,1.59
CHEMBL401570,Cc1cccc(-c2[nH]c(C(C)(C)C)nc2-c2ccc3nccnc3c2)n1,-4.44
CHEMBL3216524,COc1ccc(CCN2CCN(CCCc3ccccc3)CC2)cc1OC.Cl.Cl,-7.44
CHEMBL409038,Nc1nccc(-c2ccc3noc(-c4ccc(Cl)cc4)c3c2)n1,-4.62
CHEMBL405821,NC(=O)C(c1ccccc1)(c1ccc(F)cc1)c1ccc(F)cc1,8.87
CHEMBL463210,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,31.96
CHEMBL507100,COc1cc(C[C@H]2c3cc(OC)c(OC)cc3CCN2C)c(Oc2cc3c(cc2OC)-c2c(OC)c(OC)cc4c2[C@H](C3)N(C)CC4)cc1OC,14.48
CHEMBL509860,CN(C)C(=O)n1nnnc1Cc1ccc(-c2ccccc2)cc1,26.12
CHEMBL455186,CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O,33.38
CHEMBL455461,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cnn[nH]4)cc3)c(F)c2)C(=O)O1,-1.06
CHEMBL1200912,CC(C)(N)Cc1ccccc1.Cl,0.94
CHEMBL460291,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,-1.68
CHEMBL4164059,Cl.Clc1ccc(CCCOCCCN2CCCCC2)cc1,-7.2
CHEMBL461727,N#C[C@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,-4.61
CHEMBL1605,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,10.69
CHEMBL1356199,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1.Cl.Cl,60.06
CHEMBL450195,CCCCc1ccc(O)cc1O,21.79
CHEMBL512351,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,-1.76
CHEMBL471728,CN(C)c1ccccc1CN1CCCN(Cc2ccccc2N(C)C)C1c1ccncc1,16.93
CHEMBL442687,O=c1oc2cc(O)ccc2s1,12.24
CHEMBL1200590,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1.Cl.O,-10.64
CHEMBL521083,O=C(O)c1ccccc1Nc1ccc(CCc2ccc(Cl)c(Cl)c2)cc1,3.1
CHEMBL448502,C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C,-5.08
CHEMBL2105697,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1.Cl,50.91
CHEMBL494772,COc1cc(Cc2cnc(N)nc2N)c(C(C)C)cc1OC,-0.13
CHEMBL476960,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,-4.69
CHEMBL1661,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,-5.74
CHEMBL476833,Cc1c(C(=O)NN2CCOCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1,-10.96
CHEMBL1626177,Nc1ncnc2c1nc(Br)n2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O,5.21
CHEMBL1599768,CN1CCCN=C1/C=C/c1cccs1.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,-1.07
CHEMBL1628690,C[C@H](N/C(=N/C#N)Nc1cccc2ncccc12)c1ccccc1,14.57
CHEMBL2106753,NC(=O)NCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,-11.33
CHEMBL2107417,C[C@@H](Oc1c(Cl)cccc1Cl)C1=NCCN1,-1.3
CHEMBL4212818,O=C(Nc1c(-c2cccs2)nc2ccccn12)c1ccc(Cl)cc1,5.74
CHEMBL4303661,CCCCCCCCCCCCCCCCCC[S+](CCC)c1ccccc1C(=O)OCC,130.95
CHEMBL4303320,C[C@@H]1O[C@@H](O[C@@H]2[C@H](Oc3cc(O)c(C(=O)CCc4ccc(O)cc4)c(O)c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,-4.8
CHEMBL4303437,Cc1noc(C)c1-c1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)c(O[C@H]2CCNC2)c1,2.38
CHEMBL4303413,COc1ccc(NS(=O)(=O)c2ccc(N=Nc3ccc(O)c(C(=O)O)c3)cc2)nn1,27.86
CHEMBL1697690,CCCNCCc1ccc(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1,13.24
CHEMBL1697852,OCC(Br)(Br)Br,26.86
CHEMBL1720051,O=c1[nH]c(=O)c2ccccc2o1,0.81
CHEMBL1722501,CCC1(CC)C(=O)C=CNC1=O,10.95
CHEMBL1728279,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@](O)(C(=O)OC)C1)[C@@H]32,-6.05
CHEMBL1738889,C[C@](O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,2.67
CHEMBL1742461,O=C(C[S+]([O-])Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1,4.63
CHEMBL1775179,CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1,24.13
CHEMBL1704116,CC(C)(C)NC[C@@H](O)COc1cccc2c1CCCC2=O.Cl,17.24
CHEMBL1801932,CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12,-2.15
CHEMBL1852688,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,-0.85
CHEMBL1870764,O=C(O)c1cc2cccc([N+](=O)[O-])c2[nH]1,-1.2
CHEMBL1881106,CCOC(=O)c1c(C)n(C)c2ccc(O)cc12,-4.97
CHEMBL1214186,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,2.28
CHEMBL1221984,c1ccc2c(Oc3nc(Nc4ccc(N5CCOCC5)cc4)c4ncn(C5CCCCC5)c4n3)cccc2c1,30.65
CHEMBL1229592,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,55
CHEMBL1230488,CC1=N[C@H](C(=O)O)[C@@H](O)CN1,5.19
CHEMBL1230714,COc1cc(-c2cc(-c3cccc(O)c3)cnc2N)cc(OC)c1OC,10.66
CHEMBL2364622,Cl.NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,75.06
CHEMBL1231530,O=C(O)CCNC(=O)c1ccccc1,0.61
CHEMBL1232279,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N2CCO[C@H](OC)C2)[C@H](O)[C@H](C)O1,78.9
CHEMBL1234268,CSCC[C@@H](N)C(=O)O,6.42
CHEMBL1235338,CCCCCCCCCCCCCCCC=O,-2.18
CHEMBL1254024,CO/N=C1/C[C@@H](C(=O)NC[C@@H](O)c2ccccc2)N(C(=O)c2ccc(-c3ccccc3C)cc2)C1,-3.58
CHEMBL2062276,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O=C(O)C(O)C(O)C(=O)O,15.13
CHEMBL1255655,CCn1c(=O)[nH]c2cc(Cl)c(Cl)cc21,-0.54
CHEMBL1256415,COc1ccc2nc3c(c(N)c2c1)CCCC3,4.06
CHEMBL1256697,CC(C)(CO)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,-2.92
CHEMBL1256841,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,3.29
CHEMBL1257015,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,4.76
CHEMBL1257051,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,11.24
CHEMBL1257070,Cc1oc(=O)oc1COC(=O)C1=C([C@H]2CCCO2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12,3.56
CHEMBL1276678,CN[C@H](CNC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1)C[C@H]1CCCOC1,3.64
CHEMBL1308252,Cc1cccc(C)c1NC(=O)c1ccccc1C(=O)O,4.15
CHEMBL1318939,Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O,-3.39
CHEMBL1321988,S=C=Nc1cccc(NC(=S)NCCCCNC(=S)Nc2cccc(N=C=S)c2)c1,-1.9
CHEMBL1255756,COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1.Cl,3.18
CHEMBL1331148,NCCCCCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,11.06
CHEMBL1331280,N[C@@H](Cc1cc(CP(=O)(O)O)cc(-c2ccccc2Cl)c1)C(=O)O,6.3
